,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,Duration,Sent_per_Flow,received_per_Flow,Total_Bytes_used_for_Headers
332,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.40128,153,0,139
333,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.412963,583,0,569
334,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.419157,0,66,52
335,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.421719,0,1454,1440
336,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.421827,66,0,52
337,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.421944,0,1454,1440
338,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.421955,66,0,52
339,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.422674,0,934,920
340,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.422703,66,0,52
341,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.422764,0,66,52
342,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.428597,130,0,116
343,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.42874,119,0,105
344,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.442771,1191,0,1177
345,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.466151,0,1454,1440
346,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.466234,94,0,80
347,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.484337,0,54,40
348,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.488035,0,1454,1440
349,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.488078,94,0,80
350,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.488879,0,54,40
351,94.130.124.118,192.168.43.20,https,36698,TCP,1646094937.488961,0,66,52
352,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.492626,0,575,561
353,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.492668,54,0,40
354,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.492763,0,54,40
355,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.494906,85,0,71
356,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.505685,0,1454,1440
357,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.506848,94,0,80
358,192.168.43.20,185.51.200.2,41180,domain,UDP,1646094937.509769,86,0,72
359,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.522375,0,66,52
360,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.525764,0,1454,1440
361,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.525812,94,0,80
362,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.525956,0,579,565
363,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.525971,0,69,55
364,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.526063,0,69,55
365,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.526493,0,94,80
366,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.528649,87,0,73
367,185.51.200.2,192.168.43.20,domain,41180,UDP,1646094937.53433,0,167,153
368,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.535031,0,68,54
369,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.540383,0,1454,1440
370,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.540472,66,0,52
371,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.540531,0,1454,1440
372,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.540587,66,0,52
373,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.540598,0,1454,1440
374,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.540628,66,0,52
375,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.540772,0,436,422
376,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.540781,66,0,52
377,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.542009,0,1454,1440
378,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.542054,86,0,72
379,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.550637,0,69,55
380,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.557344,0,1242,1228
381,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.55744,0,1242,1228
382,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.557715,0,1242,1228
383,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.557926,0,1242,1228
384,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.558049,0,273,259
385,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.568654,86,0,72
386,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.571026,130,0,116
387,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.572403,236,0,222
388,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.572456,625,0,611
389,192.168.43.20,185.51.200.2,48143,domain,UDP,1646094937.579601,93,0,79
390,192.168.43.20,185.51.200.2,46576,domain,UDP,1646094937.579759,93,0,79
391,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.595123,174,0,160
392,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.595235,108,0,94
393,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.597209,0,54,40
394,104.21.45.16,192.168.43.20,443,51887,UDP,1646094937.625477,0,68,54
395,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.654203,0,1454,1440
396,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.654304,86,0,72
397,192.168.43.20,185.51.200.2,45058,domain,UDP,1646094937.667101,83,0,69
398,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.667315,0,1454,1440
399,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.667348,86,0,72
400,192.168.43.20,185.51.200.2,60959,domain,UDP,1646094937.667421,83,0,69
401,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.674982,0,66,52
402,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.68435,0,674,660
403,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.684351,0,66,52
404,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.684397,66,0,52
405,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.685144,0,1445,1431
406,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.685165,54,0,40
407,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.685297,0,1454,1440
408,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.685304,54,0,40
409,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.685462,0,1436,1422
410,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.685475,54,0,40
411,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.685733,0,1454,1440
412,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.685753,54,0,40
413,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.685901,0,1454,1440
414,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.685912,54,0,40
415,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.686158,0,1427,1413
416,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.686177,54,0,40
417,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.686423,0,1454,1440
418,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.686435,54,0,40
419,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.687197,0,1454,1440
420,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.687231,54,0,40
421,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.687326,0,1454,1440
422,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.687605,0,1454,1440
423,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.687868,0,1370,1356
424,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.687948,0,66,52
425,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.688987,0,66,52
426,192.168.43.20,185.51.200.2,51607,domain,UDP,1646094937.689226,86,0,72
427,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.689444,0,97,83
428,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.689513,66,0,52
429,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.697337,54,0,40
430,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.698051,0,525,511
431,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.698089,66,0,52
432,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.698148,0,139,125
433,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.698181,66,0,52
434,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.698276,0,136,122
435,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.698282,66,0,52
436,192.168.43.20,185.51.200.2,34152,domain,UDP,1646094937.700287,88,0,74
437,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.703864,97,0,83
438,185.51.200.2,192.168.43.20,domain,48143,UDP,1646094937.706489,0,157,143
439,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.706681,193,0,179
440,192.168.43.20,94.130.124.125,41042,https,TCP,1646094937.706986,105,0,91
441,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.707352,181,0,167
442,192.168.43.20,54.90.56.40,52358,https,TCP,1646094937.707884,74,0,60
443,192.168.43.20,54.90.56.40,52360,https,TCP,1646094937.708018,74,0,60
444,185.51.200.2,192.168.43.20,domain,46576,UDP,1646094937.708783,0,174,160
445,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.712284,166,0,152
446,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.714225,169,0,155
447,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.721382,0,1454,1440
448,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.721438,86,0,72
449,185.51.200.2,192.168.43.20,domain,51607,UDP,1646094937.726447,0,167,153
450,185.51.200.2,192.168.43.20,domain,34152,UDP,1646094937.726527,0,170,156
451,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.745744,161,0,147
452,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.74869,0,1454,1440
453,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.748735,86,0,72
454,192.168.43.20,185.51.200.2,44248,domain,UDP,1646094937.752363,95,0,81
455,192.168.43.20,94.130.124.118,36698,https,TCP,1646094937.756069,698,0,684
456,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.757866,108,0,94
457,192.168.43.20,94.130.124.118,36698,https,TCP,1646094937.760002,97,0,83
458,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.760579,0,1445,1431
459,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.76068,0,1301,1287
460,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.760701,54,0,40
461,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.761043,0,86,72
462,104.21.45.16,192.168.43.20,https,60046,TCP,1646094937.761327,0,85,71
463,192.168.43.20,104.21.45.16,60046,https,TCP,1646094937.767793,54,0,40
464,185.51.200.2,192.168.43.20,domain,44248,UDP,1646094937.772393,0,95,81
465,192.168.43.20,185.51.200.2,44248,domain,UDP,1646094937.772601,84,0,70
466,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.782537,0,1454,1440
467,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.78259,86,0,72
468,192.168.43.20,104.21.45.16,51887,443,UDP,1646094937.786676,1247,0,1233
469,185.51.200.2,192.168.43.20,domain,44248,UDP,1646094937.793197,0,84,70
470,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.8007,0,66,52
471,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.806119,0,66,52
472,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.808189,0,66,52
473,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.808427,0,1454,1440
474,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.808448,66,0,52
475,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.80948,0,1454,1440
476,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.809512,66,0,52
477,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.809727,0,1454,1440
478,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.80974,66,0,52
479,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.811836,0,139,125
480,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.811866,66,0,52
481,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.812078,0,1454,1440
482,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.812164,66,0,52
483,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.812342,0,1454,1440
484,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.812355,66,0,52
485,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.814541,0,1454,1440
486,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.814576,66,0,52
487,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.814693,0,1454,1440
488,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.814701,66,0,52
489,94.130.124.125,192.168.43.20,https,41042,TCP,1646094937.815285,0,66,52
490,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.815549,0,1454,1440
491,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.81557,66,0,52
492,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.81581,0,1454,1440
493,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.815826,66,0,52
494,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.817598,0,1454,1440
495,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.817635,66,0,52
496,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.817838,0,1454,1440
497,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.81785,66,0,52
498,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.819973,0,1454,1440
499,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.820011,66,0,52
500,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.820242,0,1454,1440
501,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.820251,66,0,52
502,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.821258,0,1454,1440
503,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.821291,66,0,52
504,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.821475,0,1454,1440
505,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.821486,66,0,52
506,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.823325,0,1454,1440
507,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.823549,0,1454,1440
508,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.82357,66,0,52
509,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.827879,0,1454,1440
510,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.828105,0,1454,1440
511,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.828126,66,0,52
512,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.828407,0,1454,1440
513,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.828425,94,0,80
514,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.830148,0,1454,1440
515,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.830386,0,1454,1440
516,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.830444,66,0,52
517,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.835286,0,1454,1440
518,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.835481,0,1454,1440
519,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.835548,66,0,52
520,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.835779,0,1454,1440
521,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.836015,0,1454,1440
522,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.83609,66,0,52
523,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.836275,0,1454,1440
524,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.836548,0,1454,1440
525,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.836604,66,0,52
526,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.84039,0,1454,1440
527,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.840586,0,1454,1440
528,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.840641,66,0,52
529,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.842454,0,1454,1440
530,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.842677,0,1454,1440
531,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.842698,66,0,52
532,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.843785,0,1454,1440
533,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.844055,0,1454,1440
534,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.844079,66,0,52
535,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.846036,0,1454,1440
536,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.84627,0,1454,1440
537,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.846296,66,0,52
538,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.848289,0,1454,1440
539,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.848529,0,1454,1440
540,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.84855,66,0,52
541,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.851566,0,1395,1381
542,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.851751,66,0,52
543,142.250.75.226,192.168.43.20,https,42672,TCP,1646094937.857242,0,1454,1440
544,192.168.43.20,142.250.75.226,42672,https,TCP,1646094937.857282,94,0,80
545,94.130.124.118,192.168.43.20,https,36698,TCP,1646094937.865938,0,66,52
546,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.876969,0,66,52
547,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.879148,0,1454,1440
548,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.879193,66,0,52
549,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.879385,0,1454,1440
550,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.879403,66,0,52
551,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.881231,0,1454,1440
552,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.881265,66,0,52
553,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.881499,0,1454,1440
554,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.881505,0,418,404
555,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.881524,66,0,52
556,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.882102,0,709,695
557,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.882365,0,1454,1440
558,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.882387,66,0,52
559,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.882624,0,1454,1440
560,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.88264,66,0,52
561,94.130.124.118,192.168.43.20,https,36698,TCP,1646094937.883263,0,135,121
562,94.130.124.118,192.168.43.20,https,36698,TCP,1646094937.883322,0,169,155
563,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.883455,66,0,52
564,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.883605,0,1454,1440
565,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.883625,66,0,52
566,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.884157,0,1454,1440
567,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.884183,66,0,52
568,192.168.43.20,94.130.124.118,36698,https,TCP,1646094937.884872,66,0,52
569,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.884985,0,1454,1440
570,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.884997,66,0,52
571,192.168.43.20,94.130.124.118,36698,https,TCP,1646094937.885098,105,0,91
572,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.885246,0,1454,1440
573,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.885259,66,0,52
574,151.101.129.69,192.168.43.20,https,51146,TCP,1646094937.885362,0,254,240
575,192.168.43.20,151.101.129.69,51146,https,TCP,1646094937.885925,66,0,52
576,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.888697,0,1454,1440
577,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.88873,66,0,52
578,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.888833,0,1454,1440
579,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.88884,66,0,52
580,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.88912,0,1454,1440
581,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.889138,66,0,52
582,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.889369,0,1454,1440
583,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.889379,66,0,52
584,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.889668,0,1454,1440
585,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.889684,66,0,52
586,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.890413,0,1454,1440
587,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.890446,66,0,52
588,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.891292,0,1454,1440
589,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.891542,0,1454,1440
590,192.168.43.20,151.101.193.69,44092,https,TCP,1646094937.89161,66,0,52
591,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.892957,0,1454,1440
592,151.101.193.69,192.168.43.20,https,44092,TCP,1646094937.893202,0,1454,1440
593,54.90.56.40,192.168.43.20,https,52360,TCP,1646094937.893292,0,74,60
594,192.168.43.20,54.90.56.40,52360,https,TCP,1646094937.893375,66,0,52
